timestamp,compactness
1633790520.0,0.6700398084571143
1633794120.0,0.6725629215812725
1633797720.0,0.6723904756718051
1633801320.0,0.6723400450596113
1633804920.0,0.6629300630234038
1633808520.0,0.6570513388341479
1633812120.0,0.6389082706417724
1633815720.0,0.6042359914737844
1633819320.0,0.5927880597243662
1633822920.0,0.5189838145571816
1633826520.0,0.51432423049611
1633830120.0,0.5090651691263929
1633833720.0,0.5124160019975521
1633837320.0,0.514094404642697
1633840920.0,0.5314451924730994
1633844520.0,0.542966792854184
1633848120.0,0.544241356018641
1633851720.0,0.5604209424693776
1633855320.0,0.5738103687972301
1633858920.0,0.5901887670725581
1633862520.0,0.6283323697303245
1633866120.0,0.6313512210283139
1633869720.0,0.6325735969447313
1633873320.0,0.6431726056278633
1633876920.0,0.6528445061406168
1633880520.0,0.6575441521898886
1633884120.0,0.6576607748956774
1633887720.0,0.6552744380115557
1633891320.0,0.6151270727656301
1633894920.0,0.6092138689581239
1633898520.0,0.5930376338912364
1633902120.0,0.5900689206793771
1633905720.0,0.5723663918267226
1633909320.0,0.5443349472976547
1633912920.0,0.5348142836918556
1633916520.0,0.5324867408930941
1633920120.0,0.5308246825400513
1633923720.0,0.5313313286382655
1633927320.0,0.5540849557457921
1633930920.0,0.554379744700829
1633934520.0,0.5557865761389222
1633938120.0,0.6039173566245178
1633941720.0,0.6050966049129392
1633945320.0,0.63722481160711
1633948920.0,0.6532444340990524
1633952520.0,0.6728779672387565
1633956120.0,0.6782697609498738
1633959720.0,0.6872325957437678
1633963320.0,0.6866825519945576
1633966920.0,0.686005837227644
1633970520.0,0.6861411171149444
1633974120.0,0.6713799615121073
1633977720.0,0.6714122825320089
1633981320.0,0.6703558969537367
1633984920.0,0.6692569164464629
1633988520.0,0.6685386580896755
1633992120.0,0.6096082624610157
1633995720.0,0.5941007231214805
1633999320.0,0.585156618830149
1634002920.0,0.5787713097856675
1634006520.0,0.5767121326919614
1634010120.0,0.5858739415208527
1634013720.0,0.5893500149035
1634017320.0,0.6412739293762537
1634020920.0,0.6625769623096586
1634024520.0,0.6796222649551374
1634028120.0,0.680582235390225
1634031720.0,0.6966292050084119
1634035320.0,0.7191943078364397
1634038920.0,0.7333816552711092
1634042520.0,0.7343302260667449
1634046120.0,0.7382574221395762
1634049720.0,0.7340678312427059
1634053320.0,0.7213336539182025
1634056920.0,0.7197124607752041
1634060520.0,0.7153149966985696
1634064120.0,0.7130943601136673
1634067720.0,0.7012878781312543
1634071320.0,0.6988494806101434
